project,file,class,method,methodSignature,line,eligible,discardReasons,ccBefore,ccAfter,delta,outerCondition,innerCondition
jackson-databind,src/main/java/tools/jackson/databind/ObjectMapper.java,ObjectMapper,treeToValue,"T treeToValue(JsonNode, Class<T>)",1289,YES,,10,8,-2,tt == JsonToken.VALUE_EMBEDDED_OBJECT,n instanceof POJONode pNode
jackson-databind,src/main/java/tools/jackson/databind/ObjectMapper.java,ObjectMapper,treeToValue,"T treeToValue(JsonNode, JavaType)",1334,YES,,10,8,-2,tt == JsonToken.VALUE_EMBEDDED_OBJECT,n instanceof POJONode pNode
jackson-databind,src/main/java/tools/jackson/databind/ObjectReader.java,ObjectReader,_verifyNoTrailingTokens,"void _verifyNoTrailingTokens(JsonParser, DeserializationContext, JavaType)",2074,YES,,6,4,-2,bt == null,_valueToUpdate != null
jackson-databind,src/main/java/tools/jackson/databind/deser/BasicDeserializerFactory.java,BasicDeserializerFactory,_handleSingleArgumentCreator,"boolean _handleSingleArgumentCreator(CreatorCollector, AnnotatedWithParams, boolean, boolean)",542,YES,,34,32,-2,type == BigInteger.class,isCreator || isVisible
jackson-databind,src/main/java/tools/jackson/databind/deser/BasicDeserializerFactory.java,BasicDeserializerFactory,_handleSingleArgumentCreator,"boolean _handleSingleArgumentCreator(CreatorCollector, AnnotatedWithParams, boolean, boolean)",547,YES,,34,32,-2,type == BigDecimal.class,isCreator || isVisible
jackson-databind,src/main/java/tools/jackson/databind/deser/SettableBeanProperty.java,SettableBeanProperty,assignIndex,void assignIndex(int),333,YES,,3,2,-1,_propertyIndex != -1,_propertyIndex != index
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializerBase.java,BeanDeserializerBase,_delegateDeserializer,ValueDeserializer<Object> _delegateDeserializer(JsonParser),1909,YES,,7,5,-2,_delegateDeserializer == null,_arrayDelegateDeserializer != null
jackson-databind,src/main/java/tools/jackson/databind/deser/impl/MergingSettableBeanProperty.java,MergingSettableBeanProperty,deserializeSetAndReturn,"Object deserializeSetAndReturn(JsonParser, DeserializationContext, Object)",106,YES,,5,4,-1,newValue != oldValue,newValue != null
jackson-databind,src/main/java/tools/jackson/databind/deser/impl/MethodProperty.java,MethodProperty,set,"void set(DeserializationContext, Object, Object)",173,YES,,4,3,-1,value == null,_skipNulls
jackson-databind,src/main/java/tools/jackson/databind/deser/impl/MethodProperty.java,MethodProperty,setAndReturn,"Object setAndReturn(DeserializationContext, Object, Object)",189,YES,,5,4,-1,value == null,_skipNulls
jackson-databind,src/main/java/tools/jackson/databind/deser/jackson/BaseNodeDeserializer.java,BaseNodeDeserializer,updateObject,"JsonNode updateObject(JsonParser, DeserializationContext, ObjectNode, ContainerStack)",241,YES,,33,29,-4,old instanceof ArrayNode arrayNode,(t == JsonToken.START_ARRAY) && _mergeArrays
jackson-databind,src/main/java/tools/jackson/databind/deser/jdk/EnumDeserializer.java,EnumDeserializer,createContextual,"ValueDeserializer<?> createContextual(DeserializationContext, BeanProperty)",194,YES,,16,13,-3,shape != null,shape != JsonFormat.Shape.ANY && shape != JsonFormat.Shape.SCALAR
jackson-databind,src/main/java/tools/jackson/databind/deser/jdk/PrimitiveArrayDeserializers.java,FloatDeser,deserialize,"float[] deserialize(JsonParser, DeserializationContext)",815,YES,,12,10,-2,t == JsonToken.VALUE_NULL,_nuller != null
jackson-databind,src/main/java/tools/jackson/databind/deser/jdk/PrimitiveArrayDeserializers.java,DoubleDeser,deserialize,"double[] deserialize(JsonParser, DeserializationContext)",943,YES,,12,10,-2,t == JsonToken.VALUE_NULL,_nuller != null
jackson-databind,src/main/java/tools/jackson/databind/deser/jdk/UntypedObjectDeserializer.java,UntypedObjectDeserializer,_customDeserializeNullableKey,"String _customDeserializeNullableKey(String, DeserializationContext)",612,YES,,3,2,-1,_customKeyDeserializer != null,key != null
jackson-databind,src/main/java/tools/jackson/databind/deser/std/StdValueInstantiator.java,StdValueInstantiator,createUsingDelegate,"Object createUsingDelegate(DeserializationContext, Object)",308,YES,,3,2,-1,_delegateCreator == null,_arrayDelegateCreator != null
jackson-databind,src/main/java/tools/jackson/databind/deser/std/StdValueInstantiator.java,StdValueInstantiator,createUsingArrayDelegate,"Object createUsingArrayDelegate(DeserializationContext, Object)",319,YES,,3,2,-1,_arrayDelegateCreator == null,_delegateCreator != null
jackson-databind,src/main/java/tools/jackson/databind/introspect/AnnotatedWithParams.java,AnnotatedWithParams,getParameterAnnotations,AnnotationMap getParameterAnnotations(int),73,YES,,4,2,-2,_paramAnnotations != null,index >= 0 && index < _paramAnnotations.length
jackson-databind,src/main/java/tools/jackson/databind/introspect/POJOPropertiesCollector.java,POJOPropertiesCollector,_resolveFieldVsGetter,boolean _resolveFieldVsGetter(List<AnnotatedMember>),2097,YES,,10,8,-2,acc1 instanceof AnnotatedMethod,acc2 instanceof AnnotatedField
jackson-databind,src/main/java/tools/jackson/databind/jsontype/TypeResolverProvider.java,TypeResolverProvider,_findTypeResolver,"TypeResolverBuilder<?> _findTypeResolver(MapperConfig<?>, Annotated, JavaType)",297,YES,,21,20,-1,customIdResolverOb != null,customIdResolverOb instanceof Class<?>
jackson-databind,src/main/java/tools/jackson/databind/ser/bean/BeanSerializerBase.java,BeanSerializerBase,resolve,void resolve(SerializationContext),315,YES,,48,44,-4,typeSer != null,ser instanceof StdContainerSerializer<?> serializer
jackson-databind,src/main/java/tools/jackson/databind/ser/jdk/ObjectArraySerializer.java,ObjectArraySerializer,createContextual,"ValueSerializer<?> createContextual(SerializationContext, BeanProperty)",165,YES,,33,31,-2,ser == null,_elementType != null
jackson-databind,src/main/java/tools/jackson/databind/ser/std/AsArraySerializerBase.java,AsArraySerializerBase,createContextual,"ValueSerializer<?> createContextual(SerializationContext, BeanProperty)",239,YES,,35,33,-2,ser == null,_elementType != null
jackson-databind,src/main/java/tools/jackson/databind/ser/std/AsArraySerializerBase.java,AsArraySerializerBase,acceptJsonFormatVisitor,"void acceptJsonFormatVisitor(JsonFormatVisitorWrapper, JavaType)",374,YES,,3,2,-1,valueSer == null,_elementType != null
jackson-databind,src/main/java/tools/jackson/databind/type/MapLikeType.java,MapLikeType,withHandlersFrom,JavaType withHandlersFrom(JavaType),123,YES,,9,7,-2,type instanceof MapLikeType mapLikeType,srcKeyType != null
jackson-databind,src/main/java/tools/jackson/databind/type/TypeFactory.java,TypeFactory,_bindingsForSubtype,"TypeBindings _bindingsForSubtype(JavaType, int, Class<?>, boolean)",531,YES,,8,7,-1,error != null,!relaxedCompatibilityCheck
jackson-databind,src/main/java/tools/jackson/databind/util/EnumResolver.java,EnumResolver,findEnum,Enum<?> findEnum(String),364,YES,,3,2,-1,en == null,_isIgnoreCase
jackson-databind,src/main/java/tools/jackson/databind/util/StdDateFormat.java,StdDateFormat,_parseDate,"Date _parseDate(String, ParsePosition)",392,YES,,12,10,-2,ch < '0' || ch > '9',i > 0 || ch != '-'
jackson-databind,src/main/java/tools/jackson/databind/BeanDescription.java,SupplierBase,findExpectedFormat,JsonFormat.Value findExpectedFormat(Class<?>),368,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanDescription.java,SupplierBase,findExpectedFormat,JsonFormat.Value findExpectedFormat(Class<?>),371,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanDescription.java,SupplierBase,findExpectedFormat,JsonFormat.Value findExpectedFormat(Class<?>),377,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanDescription.java,LazySupplier,getClassInfo,AnnotatedClass getClassInfo(),406,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanDescription.java,LazySupplier,get,BeanDescription get(),414,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanProperty.java,Std,findPropertyFormat,"JsonFormat.Value findPropertyFormat(MapperConfig<?>, Class<?>)",228,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanProperty.java,Std,findPropertyFormat,"JsonFormat.Value findPropertyFormat(MapperConfig<?>, Class<?>)",232,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanProperty.java,Std,findPropertyInclusion,"JsonInclude.Value findPropertyInclusion(MapperConfig<?>, Class<?>)",243,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/BeanProperty.java,Std,findPropertyInclusion,"JsonInclude.Value findPropertyInclusion(MapperConfig<?>, Class<?>)",245,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,constructType,JavaType constructType(Type),153,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveSubType,"JavaType resolveSubType(JavaType, String)",179,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveSubType,"JavaType resolveSubType(JavaType, String)",185,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveSubType,"JavaType resolveSubType(JavaType, String)",199,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveAndValidateSubType,"JavaType resolveAndValidateSubType(JavaType, String, PolymorphicTypeValidator)",215,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveAndValidateSubType,"JavaType resolveAndValidateSubType(JavaType, String, PolymorphicTypeValidator)",219,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveAndValidateSubType,"JavaType resolveAndValidateSubType(JavaType, String, PolymorphicTypeValidator)",232,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveAndValidateSubType,"JavaType resolveAndValidateSubType(JavaType, String, PolymorphicTypeValidator)",237,NO,METHOD_CALL_IN_CONDITION,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,resolveAndValidateSubType,"JavaType resolveAndValidateSubType(JavaType, String, PolymorphicTypeValidator)",238,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_resolveAndValidateGeneric,"JavaType _resolveAndValidateGeneric(JavaType, String, PolymorphicTypeValidator, int)",252,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_resolveAndValidateGeneric,"JavaType _resolveAndValidateGeneric(JavaType, String, PolymorphicTypeValidator, int)",256,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_resolveAndValidateGeneric,"JavaType _resolveAndValidateGeneric(JavaType, String, PolymorphicTypeValidator, int)",260,NO,METHOD_CALL_IN_CONDITION,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_resolveAndValidateGeneric,"JavaType _resolveAndValidateGeneric(JavaType, String, PolymorphicTypeValidator, int)",261,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_resolveAndValidateGeneric,"JavaType _resolveAndValidateGeneric(JavaType, String, PolymorphicTypeValidator, int)",275,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_validateTypeParameter,"void _validateTypeParameter(JavaType, JavaType, PolymorphicTypeValidator)",302,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_validateTypeParameter,"void _validateTypeParameter(JavaType, JavaType, PolymorphicTypeValidator)",308,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_validateTypeParameter,"void _validateTypeParameter(JavaType, JavaType, PolymorphicTypeValidator)",314,NO,METHOD_CALL_IN_CONDITION,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_validateTypeParameter,"void _validateTypeParameter(JavaType, JavaType, PolymorphicTypeValidator)",315,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_validateTypeParameter,"void _validateTypeParameter(JavaType, JavaType, PolymorphicTypeValidator)",326,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,objectIdGeneratorInstance,"ObjectIdGenerator<?> objectIdGeneratorInstance(Annotated, ObjectIdInfo)",426,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,objectIdResolverInstance,"ObjectIdResolver objectIdResolverInstance(Annotated, ObjectIdInfo)",439,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,converterInstance,"Converter<Object, Object> converterInstance(Annotated, Object)",454,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,converterInstance,"Converter<Object, Object> converterInstance(Annotated, Object)",457,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,converterInstance,"Converter<Object, Object> converterInstance(Annotated, Object)",460,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,converterInstance,"Converter<Object, Object> converterInstance(Annotated, Object)",466,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,converterInstance,"Converter<Object, Object> converterInstance(Annotated, Object)",469,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,converterInstance,"Converter<Object, Object> converterInstance(Annotated, Object)",476,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,canonicalizeString,String canonicalizeString(String),506,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_format,"String _format(String, Object...)",549,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_truncate,String _truncate(String),556,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_truncate,String _truncate(String),559,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_quotedString,String _quotedString(String),566,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_colonConcat,"String _colonConcat(String, String)",574,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindContext.java,DatabindContext,_desc,String _desc(String),581,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindException.java,DatabindException,wrapWithPath,"JacksonException wrapWithPath(DeserializationContext, Throwable, Reference)",103,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindException.java,DatabindException,wrapWithPath,"JacksonException wrapWithPath(DeserializationContext, Throwable, Reference)",109,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindException.java,DatabindException,wrapWithPath,"JacksonException wrapWithPath(SerializationContext, Throwable, Reference)",125,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DatabindException.java,DatabindException,wrapWithPath,"JacksonException wrapWithPath(SerializationContext, Throwable, Reference)",129,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,withRootName,DeserializationConfig withRootName(PropertyName),221,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,withRootName,DeserializationConfig withRootName(PropertyName),222,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,withRootName,DeserializationConfig withRootName(PropertyName),225,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,useRootWrapping,boolean useRootWrapping(),511,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,mapAbstractType,JavaType mapAbstractType(JavaType),586,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,mapAbstractType,JavaType mapAbstractType(JavaType),592,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,mapAbstractType,JavaType mapAbstractType(JavaType),599,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationConfig.java,DeserializationConfig,_mapAbstractType2,JavaType _mapAbstractType2(JavaType),615,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,constructSpecializedType,"JavaType constructSpecializedType(JavaType, Class<?>)",234,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readTree,JsonNode readTree(JsonParser),356,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readTree,JsonNode readTree(JsonParser),358,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readTree,JsonNode readTree(JsonParser),362,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readValue,"T readValue(JsonParser, ResolvedType)",390,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readValue,"T readValue(JsonParser, JavaType)",400,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,_readValue,"Object _readValue(JsonParser, ValueDeserializer<Object>)",414,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,_readValue,"Object _readValue(JsonParser, ValueDeserializer<Object>)",417,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,findInjectableValue,"Object findInjectableValue(Object, BeanProperty, Object, Boolean, Boolean)",493,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,classIntrospector,ClassIntrospector classIntrospector(),530,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,findContextualValueDeserializer,"ValueDeserializer<Object> findContextualValueDeserializer(JavaType, BeanProperty)",724,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,findRootValueDeserializer,ValueDeserializer<Object> findRootValueDeserializer(JavaType),754,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,findRootValueDeserializer,ValueDeserializer<Object> findRootValueDeserializer(JavaType),759,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,findKeyDeserializer,"KeyDeserializer findKeyDeserializer(JavaType, BeanProperty)",878,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,leaseObjectBuffer,ObjectBuffer leaseObjectBuffer(),1058,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,returnObjectBuffer,void returnObjectBuffer(ObjectBuffer),1076,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,getArrayBuilders,ArrayBuilders getArrayBuilders(),1088,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handlePrimaryContextualization,"ValueDeserializer<?> handlePrimaryContextualization(ValueDeserializer<?>, BeanProperty, JavaType)",1124,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleSecondaryContextualization,"ValueDeserializer<?> handleSecondaryContextualization(ValueDeserializer<?>, BeanProperty, JavaType)",1152,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readPropertyValue,"T readPropertyValue(JsonParser, BeanProperty, JavaType)",1273,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readTreeAsValue,"T readTreeAsValue(JsonNode, Class<T>)",1302,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,readTreeAsValue,"T readTreeAsValue(JsonNode, JavaType)",1325,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleUnknownProperty,"boolean handleUnknownProperty(JsonParser, ValueDeserializer<?>, Object, String)",1363,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleUnknownProperty,"boolean handleUnknownProperty(JsonParser, ValueDeserializer<?>, Object, String)",1369,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdKey,"Object handleWeirdKey(Class<?>, String, String, Object...)",1408,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdKey,"Object handleWeirdKey(Class<?>, String, String, Object...)",1410,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdStringValue,"Object handleWeirdStringValue(Class<?>, String, String, Object...)",1452,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdStringValue,"Object handleWeirdStringValue(Class<?>, String, String, Object...)",1454,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdNumberValue,"Object handleWeirdNumberValue(Class<?>, Number, String, Object...)",1495,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdNumberValue,"Object handleWeirdNumberValue(Class<?>, Number, String, Object...)",1497,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdNativeValue,"Object handleWeirdNativeValue(JavaType, Object, JsonParser)",1520,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleWeirdNativeValue,"Object handleWeirdNativeValue(JavaType, Object, JsonParser)",1522,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleNullForPrimitives,"Object handleNullForPrimitives(Class<?>, JsonParser, ValueDeserializer<?>, String, Object...)",1564,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleNullForPrimitives,"Object handleNullForPrimitives(Class<?>, JsonParser, ValueDeserializer<?>, String, Object...)",1566,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleMissingInstantiator,"Object handleMissingInstantiator(Class<?>, ValueInstantiator, JsonParser, String, Object...)",1600,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleMissingInstantiator,"Object handleMissingInstantiator(Class<?>, ValueInstantiator, JsonParser, String, Object...)",1609,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleMissingInstantiator,"Object handleMissingInstantiator(Class<?>, ValueInstantiator, JsonParser, String, Object...)",1611,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleMissingInstantiator,"Object handleMissingInstantiator(Class<?>, ValueInstantiator, JsonParser, String, Object...)",1628,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleMissingInstantiator,"Object handleMissingInstantiator(Class<?>, ValueInstantiator, JsonParser, String, Object...)",1633,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleInstantiationProblem,"Object handleInstantiationProblem(Class<?>, Object, Throwable)",1666,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleInstantiationProblem,"Object handleInstantiationProblem(Class<?>, Object, Throwable)",1668,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/DeserializationContext.java,DeserializationContext,handleInstantiationProblem,"Object handleInstantiationProblem(Class<?>, Object, Throwable)",1682,NO,SINGLE_STATEMENT_NOT_IF,,,,,
