project,file,class,method,methodSignature,line,eligible,discardReasons,ccBefore,ccAfter,delta,outerCondition,innerCondition
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",396,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",402,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",414,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",417,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",419,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",426,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",436,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanAsArrayDeserializer.java,BeanAsArrayDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",455,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,unwrappingDeserializer,"ValueDeserializer<Object> unwrappingDeserializer(DeserializationContext, NameTransformer)",114,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,unwrappingDeserializer,"ValueDeserializer<Object> unwrappingDeserializer(DeserializationContext, NameTransformer)",119,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,unwrappingDeserializer,"ValueDeserializer<Object> unwrappingDeserializer(DeserializationContext, NameTransformer)",125,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,unwrappingDeserializer,"ValueDeserializer<Object> unwrappingDeserializer(DeserializationContext, NameTransformer)",129,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext)",190,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext)",191,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext)",197,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeOther,"Object _deserializeOther(JsonParser, DeserializationContext, JsonToken)",209,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeOther,"Object _deserializeOther(JsonParser, DeserializationContext, JsonToken)",229,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeOther,"Object _deserializeOther(JsonParser, DeserializationContext, JsonToken)",232,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",252,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",256,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",259,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",262,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",268,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",270,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",273,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",284,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",287,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",289,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",305,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserialize,"Object deserialize(JsonParser, DeserializationContext, Object)",306,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",339,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",343,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",356,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",358,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",362,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",374,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",376,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",382,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",408,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeRecordForUpdate,"Object _deserializeRecordForUpdate(JsonParser, DeserializationContext, Object)",426,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext)",476,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext)",488,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext)",500,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext)",512,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext)",513,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext, JsonToken)",531,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext, JsonToken)",549,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext, JsonToken)",561,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserialize,"Object _vanillaDeserialize(JsonParser, DeserializationContext, JsonToken)",562,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserializeWithUnknown,"Object _vanillaDeserializeWithUnknown(JsonParser, DeserializationContext, Object, String)",579,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserializeWithUnknown,"Object _vanillaDeserializeWithUnknown(JsonParser, DeserializationContext, Object, String)",588,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_vanillaDeserializeWithUnknown,"Object _vanillaDeserializeWithUnknown(JsonParser, DeserializationContext, Object, String)",591,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",612,NO,METHOD_CALL_IN_CONDITION;METHOD_CALL_IN_CONDITION,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",613,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",618,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",619,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",622,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",642,NO,INNER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",643,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",645,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",652,NO,METHOD_CALL_IN_CONDITION;METHOD_CALL_IN_CONDITION,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",654,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",659,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",662,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",669,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",671,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",676,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",685,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeFromObject,"Object deserializeFromObject(JsonParser, DeserializationContext)",688,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",718,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",720,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",723,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",743,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",748,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",749,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",754,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",762,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",778,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",788,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",793,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",802,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",806,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",820,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",830,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",835,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",838,NO,OUTER_HAS_ELSE,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",854,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",860,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",876,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",878,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",880,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",890,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",896,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",900,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",905,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeUsingPropertyBased,"Object _deserializeUsingPropertyBased(JsonParser, DeserializationContext)",907,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeFromArray,"Object _deserializeFromArray(JsonParser, DeserializationContext)",973,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeFromArray,"Object _deserializeFromArray(JsonParser, DeserializationContext)",976,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeFromArray,"Object _deserializeFromArray(JsonParser, DeserializationContext)",984,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeFromArray,"Object _deserializeFromArray(JsonParser, DeserializationContext)",986,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeFromArray,"Object _deserializeFromArray(JsonParser, DeserializationContext)",997,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeFromArray,"Object _deserializeFromArray(JsonParser, DeserializationContext)",1000,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,_deserializeFromArray,"Object _deserializeFromArray(JsonParser, DeserializationContext)",1008,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithView,"Object deserializeWithView(JsonParser, DeserializationContext, Object, Class<?>)",1030,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithView,"Object deserializeWithView(JsonParser, DeserializationContext, Object, Class<?>)",1033,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithView,"Object deserializeWithView(JsonParser, DeserializationContext, Object, Class<?>)",1035,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithView,"Object deserializeWithView(JsonParser, DeserializationContext, Object, Class<?>)",1051,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithView,"Object deserializeWithView(JsonParser, DeserializationContext, Object, Class<?>)",1052,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithUnwrapped,"Object deserializeWithUnwrapped(JsonParser, DeserializationContext)",1077,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithUnwrapped,"Object deserializeWithUnwrapped(JsonParser, DeserializationContext)",1080,NO,SINGLE_STATEMENT_NOT_IF,,,,,
jackson-databind,src/main/java/tools/jackson/databind/deser/bean/BeanDeserializer.java,BeanDeserializer,deserializeWithUnwrapped,"Object deserializeWithUnwrapped(JsonParser, DeserializationContext)",1090,NO,SINGLE_STATEMENT_NOT_IF,,,,,
