project,file,class,method,methodSignature,line,eligible,discardReasons,ccBefore,ccAfter,delta,outerCondition,innerCondition
commons-collections,src/main/java/org/apache/commons/collections4/iterators/PermutationIterator.java,PermutationIterator,next,List<E> next(),119,YES,,15,12,-3,direction[i] && i < keys.length - 1 && keys[i] > keys[i + 1] || !direction[i] && i > 0 && keys[i] > keys[i - 1],keys[i] > largestKey
commons-collections,src/main/java/org/apache/commons/collections4/ArrayStack.java,ArrayStack,peek,E peek(),91,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayStack.java,ArrayStack,peek,E peek(int),108,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayStack.java,ArrayStack,pop,E pop(),122,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayStack.java,ArrayStack,search,int search(Object),156,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayUtils.java,ArrayUtils,indexOf,"int indexOf(Object[], Object, int)",73,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayUtils.java,ArrayUtils,indexOf,"int indexOf(Object[], Object, int)",76,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayUtils.java,ArrayUtils,indexOf,"int indexOf(Object[], Object, int)",79,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayUtils.java,ArrayUtils,indexOf,"int indexOf(Object[], Object, int)",81,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ArrayUtils.java,ArrayUtils,indexOf,"int indexOf(Object[], Object, int)",87,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,EquatorWrapper,equals,boolean equals(Object),153,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,addAll,"boolean addAll(Collection<C>, Iterable<? extends C>)",323,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,checkIndexBounds,void checkIndexBounds(int),386,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,collate,"List<O> collate(Iterable<? extends O>, Iterable<? extends O>, Comparator<? super O>, boolean)",479,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,collate,"List<O> collate(Iterable<? extends O>, Iterable<? extends O>, Comparator<? super O>, boolean)",486,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,collect,"R collect(Iterable<? extends I>, Transformer<? super I, ? extends O>, R)",516,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,collect,"Collection<O> collect(Iterable<I>, Transformer<? super I, ? extends O>)",540,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,collect,"R collect(Iterator<? extends I>, Transformer<? super I, ? extends O>, R)",568,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAll,"boolean containsAll(Collection<?>, Collection<?>)",624,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAll,"boolean containsAll(Collection<?>, Collection<?>)",629,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAll,"boolean containsAll(Collection<?>, Collection<?>)",636,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAll,"boolean containsAll(Collection<?>, Collection<?>)",642,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAny,"boolean containsAny(Collection<?>, Collection<?>)",666,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAny,"boolean containsAny(Collection<?>, Collection<?>)",668,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAny,"boolean containsAny(Collection<?>, Collection<?>)",674,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAny,"boolean containsAny(Collection<?>, T...)",700,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAny,"boolean containsAny(Collection<?>, T...)",702,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,containsAny,"boolean containsAny(Collection<?>, T...)",708,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,extractSingleton,E extractSingleton(Collection<E>),822,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,filter,"boolean filter(Iterable<T>, Predicate<? super T>)",842,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,filter,"boolean filter(Iterable<T>, Predicate<? super T>)",844,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,forAllDo,"C forAllDo(Iterable<T>, C)",945,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,forAllDo,"C forAllDo(Iterator<T>, C)",967,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,get,"Object get(Object, int)",1066,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,get,"Object get(Object, int)",1069,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,get,"Object get(Object, int)",1074,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,get,"Object get(Object, int)",1077,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,get,"Object get(Object, int)",1081,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,get,"Object get(Object, int)",1085,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,get,"Object get(Object, int)",1089,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,getCardinalityMap,"Map<O, Integer> getCardinalityMap(Iterable<? extends O>)",1118,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,hashCode,"int hashCode(Collection<? extends E>, Equator<? super E>)",1144,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,isEqualCollection,"boolean isEqualCollection(Collection<? extends E>, Collection<? extends E>, Equator<? super E>)",1244,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,isFull,boolean isFull(Collection<? extends Object>),1273,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,isSubCollection,"boolean isSubCollection(Collection<?>, Collection<?>)",1346,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,maxSize,int maxSize(Collection<? extends Object>),1396,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,removeAll,"Collection<E> removeAll(Iterable<E>, Iterable<? extends E>, Equator<? super E>)",1527,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,removeCount,"Collection<E> removeCount(Collection<E>, int, int)",1548,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,removeCount,"Collection<E> removeCount(Collection<E>, int, int)",1551,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,removeCount,"Collection<E> removeCount(Collection<E>, int, int)",1554,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,removeCount,"Collection<E> removeCount(Collection<E>, int, int)",1562,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,removeRange,"Collection<E> removeRange(Collection<E>, int, int)",1589,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,removeRange,"Collection<E> removeRange(Collection<E>, int, int)",1592,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,retainAll,"Collection<E> retainAll(Iterable<E>, Iterable<? extends E>, Equator<? super E>)",1666,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,select,"Collection<O> select(Iterable<? extends O>, Predicate<? super O>)",1708,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,select,"R select(Iterable<? extends O>, Predicate<? super O>, R)",1734,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,select,"R select(Iterable<? extends O>, Predicate<? super O>, R)",1736,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,select,"R select(Iterable<? extends O>, Predicate<? super O>, R, R)",1777,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,select,"R select(Iterable<? extends O>, Predicate<? super O>, R, R)",1779,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,selectRejected,"Collection<O> selectRejected(Iterable<? extends O>, Predicate<? super O>)",1805,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,selectRejected,"R selectRejected(Iterable<? extends O>, Predicate<? super O>, R)",1831,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,selectRejected,"R selectRejected(Iterable<? extends O>, Predicate<? super O>, R)",1833,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,size,int size(Object),1860,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,size,int size(Object),1864,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,size,int size(Object),1866,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,size,int size(Object),1868,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,size,int size(Object),1870,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,size,int size(Object),1872,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,size,int size(Object),1874,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,sizeIsEmpty,boolean sizeIsEmpty(Object),1913,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,sizeIsEmpty,boolean sizeIsEmpty(Object),1916,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,sizeIsEmpty,boolean sizeIsEmpty(Object),1919,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,sizeIsEmpty,boolean sizeIsEmpty(Object),1922,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,sizeIsEmpty,boolean sizeIsEmpty(Object),1925,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,sizeIsEmpty,boolean sizeIsEmpty(Object),1928,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,sizeIsEmpty,boolean sizeIsEmpty(Object),1931,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,subtract,"Collection<O> subtract(Iterable<? extends O>, Iterable<? extends O>, Predicate<O>)",1994,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,subtract,"Collection<O> subtract(Iterable<? extends O>, Iterable<? extends O>, Predicate<O>)",1999,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,transform,"void transform(Collection<C>, Transformer<? super C, ? extends C>)",2060,NO,INNER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/CollectionUtils.java,CollectionUtils,transform,"void transform(Collection<C>, Transformer<? super C, ? extends C>)",2061,NO,OUTER_HAS_ELSE,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ComparatorUtils.java,ComparatorUtils,max,"E max(E, E, Comparator<E>)",121,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ComparatorUtils.java,ComparatorUtils,min,"E min(E, E, Comparator<E>)",141,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ComparatorUtils.java,ComparatorUtils,nullHighComparator,Comparator<E> nullHighComparator(Comparator<E>),174,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ComparatorUtils.java,ComparatorUtils,nullLowComparator,Comparator<E> nullLowComparator(Comparator<E>),195,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ComparatorUtils.java,ComparatorUtils,transformedComparator,"Comparator<I> transformedComparator(Comparator<O>, Transformer<? super I, ? extends O>)",232,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/EnumerationUtils.java,EnumerationUtils,get,"T get(Enumeration<T>, int)",69,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/FluentIterable.java,FluentIterable,of,FluentIterable<T> of(Iterable<T>),95,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,boundedIterable,"Iterable<E> boundedIterable(Iterable<E>, long)",96,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,chainedIterable,Iterable<E> chainedIterable(Iterable<? extends E>...),133,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,contains,"boolean contains(Iterable<E>, Object)",324,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,frequency,"int frequency(Iterable<E>, T)",540,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,frequency,"int frequency(Iterable<E>, T)",543,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,get,"T get(Iterable<T>, int)",564,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,isEmpty,boolean isEmpty(Iterable<?>),597,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,loopingIterable,Iterable<E> loopingIterable(Iterable<E>),627,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,partition,"List<R> partition(Iterable<? extends O>, Factory<R>, Predicate<? super O>...)",713,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,partition,"List<R> partition(Iterable<? extends O>, Factory<R>, Predicate<? super O>...)",724,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,partition,"List<R> partition(Iterable<? extends O>, Factory<R>, Predicate<? super O>...)",746,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,partition,"List<R> partition(Iterable<? extends O>, Factory<R>, Predicate<? super O>...)",753,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,size,int size(Iterable<?>),888,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,size,int size(Iterable<?>),891,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,skippingIterable,"Iterable<E> skippingIterable(Iterable<E>, long)",913,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils,unmodifiableIterable,Iterable<E> unmodifiableIterable(Iterable<E>),1064,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,find,"E find(Iterator<E>, Predicate<? super E>, E)",741,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,find,"E find(Iterator<E>, Predicate<? super E>, E)",744,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,forEach,"void forEach(Iterator<E>, Closure<? super E>)",784,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,forEachButLast,"E forEachButLast(Iterator<E>, Closure<? super E>)",807,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,forEachButLast,"E forEachButLast(Iterator<E>, Closure<? super E>)",810,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,get,"E get(Iterator<E>, int, IntFunction<E>)",856,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),887,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),890,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),893,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),896,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),899,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),902,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),905,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),908,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),911,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),914,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),919,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,getIterator,Iterator<?> getIterator(Object),921,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,indexOf,"int indexOf(Iterator<E>, Predicate<? super E>)",948,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,indexOf,"int indexOf(Iterator<E>, Predicate<? super E>)",951,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,matchesAll,"boolean matchesAll(Iterator<E>, Predicate<? super E>)",1024,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,matchesAll,"boolean matchesAll(Iterator<E>, Predicate<? super E>)",1027,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,size,int size(Iterator<?>),1220,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,toList,"List<E> toList(Iterator<? extends E>, int)",1339,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,toSet,"Set<E> toSet(Iterator<? extends E>, int)",1395,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,toString,"String toString(Iterator<E>, Transformer<? super E, String>, String, String, String)",1472,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/IteratorUtils.java,IteratorUtils,toString,"String toString(Iterator<E>, Transformer<? super E, String>, String, String, String)",1478,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,Partition,get,List<T> get(int),114,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,Partition,get,List<T> get(int),117,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,hashCodeForList,int hashCodeForList(Collection<?>),224,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,indexOf,"int indexOf(List<E>, Predicate<E>)",248,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,indexOf,"int indexOf(List<E>, Predicate<E>)",251,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,intersection,"List<E> intersection(List<? extends E>, List<? extends E>)",274,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,intersection,"List<E> intersection(List<? extends E>, List<? extends E>)",282,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,isEqualList,"boolean isEqualList(Collection<?>, Collection<?>)",323,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,isEqualList,"boolean isEqualList(Collection<?>, Collection<?>)",326,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,isEqualList,"boolean isEqualList(Collection<?>, Collection<?>)",337,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-collections,src/main/java/org/apache/commons/collections4/ListUtils.java,ListUtils,partition,"List<List<T>> partition(List<T>, int)",503,NO,SINGLE_STATEMENT_NOT_IF,,,,,
